Date,Close,Adj Close
2007-03-30 00:00:00-04:00,17.297489166259766,17.297489166259766
2007-04-02 00:00:00-04:00,17.335439682006836,17.335439682006836
2007-04-03 00:00:00-04:00,17.37683868408203,17.37683868408203
2007-04-04 00:00:00-04:00,17.32853126525879,17.32853126525879
2007-04-05 00:00:00-04:00,17.352691650390625,17.352691650390625
2007-04-09 00:00:00-04:00,17.366472244262695,17.366472244262695
2007-04-10 00:00:00-04:00,17.380292892456055,17.380292892456055
2007-04-11 00:00:00-04:00,17.34922981262207,17.34922981262207
2007-04-12 00:00:00-04:00,17.338886260986328,17.338886260986328
2007-04-13 00:00:00-04:00,17.335439682006836,17.335439682006836
2007-04-16 00:00:00-04:00,17.32853126525879,17.32853126525879
2007-04-17 00:00:00-04:00,17.345800399780273,17.345800399780273
2007-04-18 00:00:00-04:00,17.342342376708984,17.342342376708984
2007-04-19 00:00:00-04:00,17.30438995361328,17.30438995361328
2007-04-20 00:00:00-04:00,17.345800399780273,17.345800399780273
2007-04-23 00:00:00-04:00,17.331995010375977,17.331995010375977
2007-04-24 00:00:00-04:00,17.342342376708984,17.342342376708984
2007-04-25 00:00:00-04:00,17.331995010375977,17.331995010375977
2007-04-26 00:00:00-04:00,17.335439682006836,17.335439682006836
2007-04-27 00:00:00-04:00,17.356128692626953,17.356128692626953
2007-04-30 00:00:00-04:00,17.359590530395508,17.359590530395508
2007-05-01 00:00:00-04:00,17.35091781616211,17.35091781616211
2007-05-02 00:00:00-04:00,17.396015167236328,17.396015167236328
2007-05-03 00:00:00-04:00,17.409896850585938,17.409896850585938
2007-05-04 00:00:00-04:00,17.406423568725586,17.406423568725586
2007-05-07 00:00:00-04:00,17.416837692260742,17.416837692260742
2007-05-08 00:00:00-04:00,17.441123962402344,17.441123962402344
2007-05-09 00:00:00-04:00,17.430715560913086,17.430715560913086
2007-05-10 00:00:00-04:00,17.409896850585938,17.409896850585938
2007-05-11 00:00:00-04:00,17.475818634033203,17.475818634033203
2007-05-14 00:00:00-04:00,17.51396942138672,17.51396942138672
2007-05-15 00:00:00-04:00,17.50704002380371,17.50704002380371
2007-05-16 00:00:00-04:00,17.461936950683594,17.461936950683594
2007-05-17 00:00:00-04:00,17.430715560913086,17.430715560913086
2007-05-18 00:00:00-04:00,17.41337013244629,17.41337013244629
2007-05-21 00:00:00-04:00,17.42723846435547,17.42723846435547
2007-05-22 00:00:00-04:00,17.4515323638916,17.4515323638916
2007-05-23 00:00:00-04:00,17.4515323638916,17.4515323638916
2007-05-24 00:00:00-04:00,17.423770904541016,17.423770904541016
2007-05-25 00:00:00-04:00,17.392549514770508,17.392549514770508
2007-05-29 00:00:00-04:00,17.396015167236328,17.396015167236328
2007-05-30 00:00:00-04:00,17.441123962402344,17.441123962402344
2007-05-31 00:00:00-04:00,17.46539306640625,17.46539306640625
2007-06-01 00:00:00-04:00,17.395339965820312,17.395339965820312
2007-06-04 00:00:00-04:00,17.374420166015625,17.374420166015625
2007-06-05 00:00:00-04:00,17.322134017944336,17.322134017944336
2007-06-06 00:00:00-04:00,17.273332595825195,17.273332595825195
2007-06-07 00:00:00-04:00,17.11993980407715,17.11993980407715
2007-06-08 00:00:00-04:00,17.14784049987793,17.14784049987793
2007-06-11 00:00:00-04:00,17.130399703979492,17.130399703979492
2007-06-12 00:00:00-04:00,17.00489044189453,17.00489044189453
2007-06-13 00:00:00-04:00,17.08507537841797,17.08507537841797
2007-06-14 00:00:00-04:00,17.14784049987793,17.14784049987793
2007-06-15 00:00:00-04:00,17.315162658691406,17.315162658691406
2007-06-18 00:00:00-04:00,17.32910919189453,17.32910919189453
2007-06-19 00:00:00-04:00,17.34305191040039,17.34305191040039
2007-06-20 00:00:00-04:00,17.262861251831055,17.262861251831055
2007-06-21 00:00:00-04:00,17.203598022460938,17.203598022460938
2007-06-22 00:00:00-04:00,17.22801399230957,17.22801399230957
2007-06-25 00:00:00-04:00,17.200124740600586,17.200124740600586
2007-06-26 00:00:00-04:00,17.217561721801758,17.217561721801758
2007-06-27 00:00:00-04:00,17.210569381713867,17.210569381713867
2007-06-28 00:00:00-04:00,17.262861251831055,17.262861251831055
2007-06-29 00:00:00-04:00,17.297714233398438,17.297714233398438
2007-07-02 00:00:00-04:00,17.379966735839844,17.379966735839844
2007-07-03 00:00:00-04:00,17.46396827697754,17.46396827697754
2007-07-05 00:00:00-04:00,17.439462661743164,17.439462661743164
2007-07-06 00:00:00-04:00,17.404481887817383,17.404481887817383
2007-07-09 00:00:00-04:00,17.418476104736328,17.418476104736328
2007-07-10 00:00:00-04:00,17.344987869262695,17.344987869262695
2007-07-11 00:00:00-04:00,17.31698226928711,17.31698226928711
2007-07-12 00:00:00-04:00,17.358983993530273,17.358983993530273
2007-07-13 00:00:00-04:00,17.35547637939453,17.35547637939453
2007-07-16 00:00:00-04:00,17.33797836303711,17.33797836303711
2007-07-17 00:00:00-04:00,17.327476501464844,17.327476501464844
2007-07-18 00:00:00-04:00,17.288991928100586,17.288991928100586
2007-07-19 00:00:00-04:00,17.274988174438477,17.274988174438477
2007-07-20 00:00:00-04:00,17.197975158691406,17.197975158691406
2007-07-23 00:00:00-04:00,17.180484771728516,17.180484771728516
2007-07-24 00:00:00-04:00,16.977479934692383,16.977479934692383
2007-07-25 00:00:00-04:00,16.876008987426758,16.876008987426758
2007-07-26 00:00:00-04:00,16.6870059967041,16.6870059967041
2007-07-27 00:00:00-04:00,16.771007537841797,16.771007537841797
2007-07-30 00:00:00-04:00,16.729013442993164,16.729013442993164
2007-07-31 00:00:00-04:00,16.833999633789062,16.833999633789062
2007-08-01 00:00:00-04:00,16.67645835876465,16.67645835876465
2007-08-02 00:00:00-04:00,16.729215621948242,16.729215621948242
2007-08-03 00:00:00-04:00,16.665916442871094,16.665916442871094
2007-08-06 00:00:00-04:00,16.47951316833496,16.47951316833496
2007-08-07 00:00:00-04:00,16.54281234741211,16.54281234741211
2007-08-08 00:00:00-04:00,16.704591751098633,16.704591751098633
2007-08-09 00:00:00-04:00,16.613147735595703,16.613147735595703
2007-08-10 00:00:00-04:00,16.440826416015625,16.440826416015625
2007-08-13 00:00:00-04:00,16.405677795410156,16.405677795410156
2007-08-14 00:00:00-04:00,16.250930786132812,16.250930786132812
2007-08-15 00:00:00-04:00,15.997718811035156,15.997718811035156
2007-08-16 00:00:00-04:00,15.818376541137695,15.818376541137695
2007-08-17 00:00:00-04:00,16.236845016479492,16.236845016479492
2007-08-20 00:00:00-04:00,16.310712814331055,16.310712814331055
2007-08-21 00:00:00-04:00,16.451379776000977,16.451379776000977
2007-08-22 00:00:00-04:00,16.468976974487305,16.468976974487305
2007-08-23 00:00:00-04:00,16.648311614990234,16.648311614990234
2007-08-24 00:00:00-04:00,16.67645835876465,16.67645835876465
2007-08-27 00:00:00-04:00,16.63777732849121,16.63777732849121
2007-08-28 00:00:00-04:00,16.532270431518555,16.532270431518555
2007-08-29 00:00:00-04:00,16.585025787353516,16.585025787353516
2007-08-30 00:00:00-04:00,16.549842834472656,16.549842834472656
2007-08-31 00:00:00-04:00,16.687000274658203,16.687000274658203
2007-09-04 00:00:00-04:00,16.679231643676758,16.679231643676758
