Date,Close
2023-06-12 00:00:00-04:00,30.690000534057617
2023-06-13 00:00:00-04:00,30.670000076293945
2023-06-14 00:00:00-04:00,30.510000228881836
2023-06-15 00:00:00-04:00,30.639999389648438
2023-06-16 00:00:00-04:00,30.59000015258789
2023-06-20 00:00:00-04:00,30.469999313354492
2023-06-21 00:00:00-04:00,30.530000686645508
2023-06-22 00:00:00-04:00,30.459999084472656
2023-06-23 00:00:00-04:00,30.450000762939453
2023-06-26 00:00:00-04:00,30.59000015258789
2023-06-27 00:00:00-04:00,30.639999389648438
2023-06-28 00:00:00-04:00,30.690000534057617
2023-06-29 00:00:00-04:00,30.649999618530273
2023-06-30 00:00:00-04:00,30.93000030517578
2023-07-03 00:00:00-04:00,31.059999465942383
2023-07-05 00:00:00-04:00,30.899999618530273
2023-07-06 00:00:00-04:00,30.43000030517578
2023-07-07 00:00:00-04:00,30.579999923706055
2023-07-10 00:00:00-04:00,30.649999618530273
2023-07-11 00:00:00-04:00,30.829999923706055
2023-07-12 00:00:00-04:00,30.93000030517578
2023-07-13 00:00:00-04:00,31.030000686645508
2023-07-14 00:00:00-04:00,30.84000015258789
2023-07-17 00:00:00-04:00,30.6200008392334
2023-07-18 00:00:00-04:00,30.790000915527344
2023-07-19 00:00:00-04:00,30.940000534057617
2023-07-20 00:00:00-04:00,30.81999969482422
2023-07-21 00:00:00-04:00,30.8799991607666
2023-07-24 00:00:00-04:00,30.940000534057617
2023-07-25 00:00:00-04:00,30.959999084472656
2023-07-26 00:00:00-04:00,31.15999984741211
2023-07-27 00:00:00-04:00,30.920000076293945
2023-07-28 00:00:00-04:00,31.020000457763672
2023-07-31 00:00:00-04:00,31.219999313354492
2023-08-01 00:00:00-04:00,30.8799991607666
2023-08-02 00:00:00-04:00,30.739999771118164
2023-08-03 00:00:00-04:00,30.479999542236328
2023-08-04 00:00:00-04:00,30.690000534057617
2023-08-07 00:00:00-04:00,30.75
2023-08-08 00:00:00-04:00,30.709999084472656
2023-08-09 00:00:00-04:00,30.709999084472656
2023-08-10 00:00:00-04:00,30.639999389648438
2023-08-11 00:00:00-04:00,30.700000762939453
2023-08-14 00:00:00-04:00,30.68000030517578
2023-08-15 00:00:00-04:00,30.469999313354492
2023-08-16 00:00:00-04:00,30.299999237060547
2023-08-17 00:00:00-04:00,30.190000534057617
2023-08-18 00:00:00-04:00,30.139999389648438
2023-08-21 00:00:00-04:00,29.989999771118164
2023-08-22 00:00:00-04:00,30.0
2023-08-23 00:00:00-04:00,30.280000686645508
2023-08-24 00:00:00-04:00,30.139999389648438
2023-08-25 00:00:00-04:00,30.219999313354492
2023-08-28 00:00:00-04:00,30.309999465942383
2023-08-29 00:00:00-04:00,30.5
2023-08-30 00:00:00-04:00,30.530000686645508
2023-08-31 00:00:00-04:00,30.75
2023-09-01 00:00:00-04:00,30.65999984741211
2023-09-05 00:00:00-04:00,30.43000030517578
2023-09-06 00:00:00-04:00,30.350000381469727
2023-09-07 00:00:00-04:00,30.31999969482422
2023-09-08 00:00:00-04:00,30.450000762939453
2023-09-11 00:00:00-04:00,30.3700008392334
2023-09-12 00:00:00-04:00,30.34000015258789
2023-09-13 00:00:00-04:00,30.420000076293945
2023-09-14 00:00:00-04:00,30.530000686645508
2023-09-15 00:00:00-04:00,30.510000228881836
2023-09-18 00:00:00-04:00,30.6200008392334
2023-09-19 00:00:00-04:00,30.6299991607666
2023-09-20 00:00:00-04:00,30.6200008392334
2023-09-21 00:00:00-04:00,30.209999084472656
2023-09-22 00:00:00-04:00,30.31999969482422
2023-09-25 00:00:00-04:00,30.239999771118164
2023-09-26 00:00:00-04:00,30.040000915527344
2023-09-27 00:00:00-04:00,30.059999465942383
2023-09-28 00:00:00-04:00,30.149999618530273
2023-09-29 00:00:00-04:00,30.149999618530273
2023-10-02 00:00:00-04:00,29.6200008392334
2023-10-03 00:00:00-04:00,29.049999237060547
2023-10-04 00:00:00-04:00,29.0
2023-10-05 00:00:00-04:00,28.979999542236328
2023-10-06 00:00:00-04:00,28.8799991607666
2023-10-09 00:00:00-04:00,29.049999237060547
2023-10-10 00:00:00-04:00,29.170000076293945
2023-10-11 00:00:00-04:00,29.309999465942383
2023-10-12 00:00:00-04:00,29.020000457763672
2023-10-13 00:00:00-04:00,28.920000076293945
2023-10-16 00:00:00-04:00,28.940000534057617
2023-10-17 00:00:00-04:00,28.75
2023-10-18 00:00:00-04:00,28.639999389648438
2023-10-19 00:00:00-04:00,28.34000015258789
2023-10-20 00:00:00-04:00,28.510000228881836
2023-10-23 00:00:00-04:00,28.559999465942383
2023-10-24 00:00:00-04:00,28.81999969482422
2023-10-25 00:00:00-04:00,28.559999465942383
2023-10-26 00:00:00-04:00,28.579999923706055
2023-10-27 00:00:00-04:00,28.43000030517578
2023-10-30 00:00:00-04:00,28.459999084472656
2023-10-31 00:00:00-04:00,28.579999923706055
2023-11-01 00:00:00-04:00,28.93000030517578
2023-11-02 00:00:00-04:00,29.520000457763672
2023-11-03 00:00:00-04:00,29.989999771118164
2023-11-06 00:00:00-05:00,29.81999969482422
2023-11-07 00:00:00-05:00,29.739999771118164
2023-11-08 00:00:00-05:00,29.760000228881836
2023-11-09 00:00:00-05:00,29.450000762939453
2023-11-10 00:00:00-05:00,29.530000686645508
2023-11-13 00:00:00-05:00,29.690000534057617
2023-11-14 00:00:00-05:00,30.079999923706055
2023-11-15 00:00:00-05:00,30.06999969482422
2023-11-16 00:00:00-05:00,30.1299991607666
2023-11-17 00:00:00-05:00,30.149999618530273
2023-11-20 00:00:00-05:00,30.200000762939453
2023-11-21 00:00:00-05:00,30.100000381469727
2023-11-22 00:00:00-05:00,29.940000534057617
2023-11-24 00:00:00-05:00,29.979999542236328
2023-11-27 00:00:00-05:00,30.190000534057617
2023-11-28 00:00:00-05:00,30.290000915527344
2023-11-29 00:00:00-05:00,30.520000457763672
2023-11-30 00:00:00-05:00,30.65999984741211
2023-12-01 00:00:00-05:00,30.81999969482422
2023-12-04 00:00:00-05:00,30.6200008392334
2023-12-05 00:00:00-05:00,30.649999618530273
2023-12-06 00:00:00-05:00,30.700000762939453
2023-12-07 00:00:00-05:00,30.719999313354492
2023-12-08 00:00:00-05:00,30.65999984741211
2023-12-11 00:00:00-05:00,30.530000686645508
2023-12-12 00:00:00-05:00,30.540000915527344
2023-12-13 00:00:00-05:00,30.969999313354492
2023-12-14 00:00:00-05:00,31.18000030517578
2023-12-15 00:00:00-05:00,31.049999237060547
2023-12-18 00:00:00-05:00,30.950000762939453
2023-12-19 00:00:00-05:00,31.1200008392334
2023-12-20 00:00:00-05:00,31.110000610351562
2023-12-21 00:00:00-05:00,31.190000534057617
2023-12-22 00:00:00-05:00,31.229999542236328
2023-12-26 00:00:00-05:00,31.25
2023-12-27 00:00:00-05:00,31.399999618530273
2023-12-28 00:00:00-05:00,31.309999465942383
2023-12-29 00:00:00-05:00,31.190000534057617
2024-01-02 00:00:00-05:00,31.149999618530273
2024-01-03 00:00:00-05:00,31.15999984741211
2024-01-04 00:00:00-05:00,31.1200008392334
2024-01-05 00:00:00-05:00,31.1200008392334
2024-01-08 00:00:00-05:00,31.40999984741211
2024-01-09 00:00:00-05:00,31.420000076293945
2024-01-10 00:00:00-05:00,31.440000534057617
2024-01-11 00:00:00-05:00,31.510000228881836
2024-01-12 00:00:00-05:00,31.579999923706055
2024-01-16 00:00:00-05:00,31.450000762939453
2024-01-17 00:00:00-05:00,31.329999923706055
2024-01-18 00:00:00-05:00,31.25
2024-01-19 00:00:00-05:00,31.489999771118164
2024-01-22 00:00:00-05:00,31.610000610351562
2024-01-23 00:00:00-05:00,31.56999969482422
2024-01-24 00:00:00-05:00,31.68000030517578
2024-01-25 00:00:00-05:00,31.959999084472656
2024-01-26 00:00:00-05:00,31.989999771118164
2024-01-29 00:00:00-05:00,32.099998474121094
